,Gene stable ID,Transcript stable ID,GO domain,GO term name,GO term accession
370436,ENSG00000124334,ENST00000244174,molecular_function,protein binding,GO:0005515
370469,ENSG00000168081,ENST00000518479,molecular_function,opioid peptide activity,GO:0048018
370634,ENSG00000136925,ENST00000341170,molecular_function,protein binding,GO:0005515
370675,ENSG00000135413,ENST00000257867,molecular_function,growth factor activity,GO:0008083
370757,ENSG00000107807,ENST00000370196,molecular_function,DNA binding,GO:0003676
370949,ENSG00000078725,ENST00000265922,molecular_function,protein binding,GO:0005515
371169,ENSG00000171877,ENST00000417257,molecular_function,cytoskeletal protein binding,GO:0008092
371198,ENSG00000110719,ENST00000265686,molecular_function,proton transmembrane transporter activity,GO:0015078
371408,ENSG00000056097,ENST00000265069,molecular_function,zinc ion binding,GO:0008270
371427,ENSG00000100628,ENST00000555019,molecular_function,protein binding,GO:0005515
371689,ENSG00000101082,ENST00000262866,molecular_function,protein binding,GO:0005515
371755,ENSG00000133704,ENST00000256079,molecular_function,protein binding,GO:0005515
371861,ENSG00000164078,ENST00000296474,molecular_function,ATP binding,GO:0005524
372098,ENSG00000007350,ENST00000369915,molecular_function,catalytic activity,GO:0003824
372129,ENSG00000101405,ENST00000217386,molecular_function,neurohypophyseal hormone activity,GO:0005185
372239,ENSG00000101200,ENST00000380293,molecular_function,neurohypophyseal hormone activity,GO:0005185
372365,ENSG00000136937,ENST00000375147,molecular_function,protein binding,GO:0005515
372445,ENSG00000185019,ENST00000217173,molecular_function,ubiquitin-protein transferase activity,GO:0016740
372572,ENSG00000167588,ENST00000301149,molecular_function,oxidoreductase activity,GO:0016491
372627,ENSG00000143727,ENST00000272067,molecular_function,protein tyrosine phosphatase activity,GO:0016787
372800,ENSG00000013563,ENST00000369807,molecular_function,deoxyribonuclease activity,GO:0004536
373262,ENSG00000188807,ENST00000340305,molecular_function,protein binding,GO:0005515
373522,ENSG00000079841,ENST00000491071,molecular_function,protein binding,GO:0005515
374109,ENSG00000073169,ENST00000611222,molecular_function,metal ion binding,GO:0046872
374302,ENSG00000069329,ENST00000299138,molecular_function,protein binding,GO:0005515
375016,ENSG00000128159,ENST00000439308,molecular_function,gamma-tubulin binding,GO:0043015
375114,ENSG00000139180,ENST00000266544,molecular_function,catalytic activity,GO:0003824
375213,ENSG00000104237,ENST00000636932,molecular_function,protein binding,GO:0005515
375311,ENSG00000154814,ENST00000285083,molecular_function,oxidoreductase activity,GO:0016491
375611,ENSG00000072422,ENST00000337910,molecular_function,protein binding,GO:0005515
375760,ENSG00000106351,ENST00000430857,molecular_function,GTPase activator activity,GO:0003824
375885,ENSG00000100429,ENST00000415993,molecular_function,hydrolase activity,GO:0016787
376015,ENSG00000115705,ENST00000382269,molecular_function,iodide peroxidase activity,GO:0016491
376191,ENSG00000088325,ENST00000340513,molecular_function,protein binding,GO:0005515
376637,ENSG00000163939,ENST00000356770,molecular_function,protein binding,GO:0005515
376823,ENSG00000127993,ENST00000265732,molecular_function,nucleic acid binding,GO:0003676
376834,ENSG00000182199,ENST00000328923,molecular_function,catalytic activity,GO:0003824
377300,ENSG00000040731,ENST00000264463,molecular_function,calcium ion binding,GO:0005509
377465,ENSG00000108733,ENST00000225873,molecular_function,zinc ion binding,GO:0008270
377519,ENSG00000103512,ENST00000287667,molecular_function,carbohydrate binding,GO:0030246
377540,ENSG00000106236,ENST00000265634,molecular_function,metal ion binding,GO:0046872
377940,ENSG00000154274,ENST00000381980,molecular_function,protein binding,GO:0005515
377945,ENSG00000078900,ENST00000378295,molecular_function,DNA binding,GO:0003676
379698,ENSG00000016082,ENST00000230658,molecular_function,DNA binding,GO:0003676
380265,ENSG00000156381,ENST00000286918,molecular_function,protein binding,GO:0005515
380349,ENSG00000135046,ENST00000257497,molecular_function,calcium ion binding,GO:0005509
380833,ENSG00000154122,ENST00000284268,molecular_function,phosphate ion transmembrane transporter activity,GO:0015114
381028,ENSG00000110484,ENST00000227918,molecular_function,protein binding,GO:0005515
381187,ENSG00000132432,ENST00000395535,molecular_function,P-P-bond-hydrolysis-driven protein transmembrane transporter activity,GO:0015450
381382,ENSG00000167487,ENST00000300976,molecular_function,protein binding,GO:0005515
381436,ENSG00000103319,ENST00000263026,molecular_function,ATP binding,GO:0005524
381592,ENSG00000109680,ENST00000264866,molecular_function,GTPase activator activity,GO:0003824
381603,ENSG00000113593,ENST00000261308,molecular_function,protein binding,GO:0005515
381687,ENSG00000176697,ENST00000439476,molecular_function,signaling receptor binding,GO:0005102
382346,ENSG00000106927,ENST00000265132,molecular_function,serine-type endopeptidase inhibitor activity,GO:0003824
382448,ENSG00000189292,ENST00000403610,molecular_function,receptor tyrosine kinase binding,GO:0030971
382498,ENSG00000095596,ENST00000371531,molecular_function,heme binding,GO:0020037
382650,ENSG00000125850,ENST00000278780,molecular_function,transcription regulatory region sequence-specific DNA binding,GO:0003676
382763,ENSG00000108691,ENST00000580907,molecular_function,chemokine activity,GO:0008009
383093,ENSG00000086288,ENST00000199447,molecular_function,microtubule binding,GO:0008017
383128,ENSG00000094804,ENST00000209728,molecular_function,nucleotide binding,GO:0000166
383421,ENSG00000185479,ENST00000252252,molecular_function,protein binding,GO:0005515
383441,ENSG00000167191,ENST00000300571,molecular_function,G protein-coupled receptor activity,GO:0038023
383693,ENSG00000140057,ENST00000267584,molecular_function,ATP binding,GO:0005524
383825,ENSG00000188130,ENST00000215659,molecular_function,ATP binding,GO:0005524
383922,ENSG00000108344,ENST00000264639,molecular_function,enzyme regulator activity,GO:0030234
383974,ENSG00000099139,ENST00000376767,molecular_function,serine-type peptidase activity,GO:0008236
384113,ENSG00000239789,ENST00000285298,molecular_function,structural constituent of ribosome,GO:0003735
384207,ENSG00000151876,ENST00000296812,molecular_function,protein binding,GO:0005515
384424,ENSG00000130508,ENST00000252804,molecular_function,protein binding,GO:0005515
384486,ENSG00000105656,ENST00000262809,molecular_function,protein binding,GO:0005515
384519,ENSG00000088808,ENST00000647748,molecular_function,protein binding,GO:0005515
384577,ENSG00000130827,ENST00000369682,molecular_function,protein binding,GO:0005515
384621,ENSG00000166902,ENST00000300151,molecular_function,structural constituent of ribosome,GO:0003735
384726,ENSG00000164692,ENST00000297268,molecular_function,extracellular matrix structural constituent,GO:0005201
384832,ENSG00000113389,ENST00000265074,molecular_function,protein binding,GO:0005515
385097,ENSG00000102893,ENST00000566037,molecular_function,calmodulin binding,GO:0005516
385280,ENSG00000109819,ENST00000264867,molecular_function,nucleic acid binding,GO:0003676
385824,ENSG00000161405,ENST00000346872,molecular_function,metal ion binding,GO:0046872
386236,ENSG00000196976,ENST00000357360,molecular_function,protein binding,GO:0005515
387447,ENSG00000173473,ENST00000254480,molecular_function,protein binding,GO:0005515
387510,ENSG00000126903,ENST00000369649,molecular_function,symporter activity,GO:0015293
387549,ENSG00000066455,ENST00000163416,molecular_function,protein homodimerization activity,GO:0042803
388026,ENSG00000115738,ENST00000234091,molecular_function,protein dimerization activity,GO:0046983
388218,ENSG00000165912,ENST00000298838,molecular_function,protein binding,GO:0005515
388302,ENSG00000148841,ENST00000337478,molecular_function,protein binding,GO:0005515
388344,ENSG00000134363,ENST00000256759,molecular_function,protein binding,GO:0005515
388414,ENSG00000150593,ENST00000280154,molecular_function,RNA binding,GO:0003676
388859,ENSG00000142677,ENST00000270800,molecular_function,protein binding,GO:0005515
388879,ENSG00000168060,ENST00000358658,molecular_function,metal ion binding,GO:0046872
388978,ENSG00000131910,ENST00000254227,molecular_function,protein homodimerization activity,GO:0042803
389140,ENSG00000151360,ENST00000252505,molecular_function,allantoicase activity,GO:0016787
389149,ENSG00000148331,ENST00000277459,molecular_function,protein binding,GO:0005515
389173,ENSG00000140030,ENST00000267549,molecular_function,G protein-coupled receptor activity,GO:0038023
389201,ENSG00000161634,ENST00000293371,molecular_function,peptidase activity,GO:0008233
389297,ENSG00000120051,ENST00000369704,molecular_function,protein binding,GO:0005515
389425,ENSG00000180447,ENST00000298743,molecular_function,protein binding,GO:0005515
389437,ENSG00000159674,ENST00000290902,molecular_function,metal ion binding,GO:0046872
389507,ENSG00000124104,ENST00000491381,molecular_function,protein binding,GO:0005515
389562,ENSG00000144619,ENST00000422330,molecular_function,protein binding,GO:0005515
390129,ENSG00000131914,ENST00000326279,molecular_function,zinc ion binding,GO:0008270
390231,ENSG00000169919,ENST00000304895,molecular_function,"hydrolase activity, hydrolyzing O-glycosyl compounds",GO:0016787
390308,ENSG00000005175,ENST00000005386,molecular_function,protein binding,GO:0005515
390342,ENSG00000095303,ENST00000643810,molecular_function,heme binding,GO:0020037
390542,ENSG00000147180,ENST00000674551,molecular_function,DNA binding,GO:0003676
390577,ENSG00000137770,ENST00000260327,molecular_function,phosphatase activity,GO:0016791
390715,ENSG00000112964,ENST00000230882,molecular_function,protein binding,GO:0005515
391164,ENSG00000101473,ENST00000217455,molecular_function,acyl-CoA hydrolase activity,GO:0047617
391813,ENSG00000198911,ENST00000612482,molecular_function,protein dimerization activity,GO:0046983
391914,ENSG00000175707,ENST00000320567,molecular_function,protein binding,GO:0005515
391967,ENSG00000123570,ENST00000243298,molecular_function,GTP binding,GO:0005525
392007,ENSG00000100902,ENST00000540871,molecular_function,RNA binding,GO:0003676
392526,ENSG00000140743,ENST00000268383,molecular_function,protein binding,GO:0005515
392536,ENSG00000127980,ENST00000438045,molecular_function,ATP binding,GO:0005524
393093,ENSG00000157456,ENST00000288207,molecular_function,protein binding,GO:0005515
393163,ENSG00000110104,ENST00000227520,molecular_function,RNA binding,GO:0003676
393201,ENSG00000005302,ENST00000361672,molecular_function,DNA binding,GO:0003676
393614,ENSG00000068001,ENST00000447092,molecular_function,catalytic activity,GO:0003824
393988,ENSG00000118620,ENST00000261560,molecular_function,metal ion binding,GO:0046872
394069,ENSG00000146147,ENST00000514921,molecular_function,transcription corepressor activity,GO:0003712
394250,ENSG00000159958,ENST00000291232,molecular_function,signaling receptor activity,GO:0038023
394390,ENSG00000167232,ENST00000300619,molecular_function,metal ion binding,GO:0046872
394463,ENSG00000113100,ENST00000231021,molecular_function,calcium ion binding,GO:0005509
394679,ENSG00000197013,ENST00000358491,molecular_function,metal ion binding,GO:0046872
394919,ENSG00000105664,ENST00000542601,molecular_function,calcium ion binding,GO:0005509
395023,ENSG00000138604,ENST00000559420,molecular_function,heparosan-N-sulfate-glucuronate 5-epimerase activity,GO:0047464
395186,ENSG00000126391,ENST00000317568,molecular_function,protein binding,GO:0005515
395224,ENSG00000102910,ENST00000285737,molecular_function,ATP binding,GO:0005524
395329,ENSG00000171865,ENST00000315212,molecular_function,magnesium ion binding,GO:0043167
395356,ENSG00000107960,ENST00000224950,molecular_function,nucleic acid binding,GO:0003676
395501,ENSG00000054983,ENST00000555000,molecular_function,galactosylceramidase activity,GO:0016787
395608,ENSG00000103642,ENST00000261893,molecular_function,peptidase activity,GO:0008233
396039,ENSG00000037965,ENST00000040584,molecular_function,DNA binding,GO:0003676
396087,ENSG00000166200,ENST00000388901,molecular_function,protein binding,GO:0005515
396163,ENSG00000107593,ENST00000318222,molecular_function,calcium ion binding,GO:0005509
396277,ENSG00000161395,ENST00000300658,molecular_function,protein binding,GO:0005515
396431,ENSG00000146247,ENST00000275034,molecular_function,protein binding,GO:0005515
396544,ENSG00000186529,ENST00000586182,molecular_function,heme binding,GO:0020037
396705,ENSG00000145626,ENST00000274278,molecular_function,UDP-glycosyltransferase activity,GO:0008194
396886,ENSG00000165238,ENST00000448039,molecular_function,ATP binding,GO:0005524
396995,ENSG00000162139,ENST00000294064,molecular_function,exo-alpha-sialidase activity,GO:0016787
397173,ENSG00000162482,ENST00000361640,molecular_function,oxidoreductase activity,GO:0016491
397201,ENSG00000133872,ENST00000256255,molecular_function,protein binding,GO:0005515
397279,ENSG00000161798,ENST00000293599,molecular_function,channel activity,GO:0015267
397329,ENSG00000157045,ENST00000287706,molecular_function,protein-N-terminal asparagine amidohydrolase activity,GO:0008418
397358,ENSG00000148943,ENST00000278193,molecular_function,protein binding,GO:0005515
397426,ENSG00000145526,ENST00000382275,molecular_function,calcium ion binding,GO:0005509
397656,ENSG00000065615,ENST00000369681,molecular_function,oxidoreductase activity,GO:0016491
397736,ENSG00000139610,ENST00000293636,molecular_function,serine-type endopeptidase activity,GO:0016787
397766,ENSG00000173421,ENST00000296449,molecular_function,protein binding,GO:0005515
397969,ENSG00000100739,ENST00000216629,molecular_function,G protein-coupled receptor activity,GO:0038023
398041,ENSG00000172817,ENST00000310193,molecular_function,monooxygenase activity,GO:0016491
398143,ENSG00000156042,ENST00000433268,molecular_function,protein binding,GO:0005515
398171,ENSG00000132749,ENST00000255087,molecular_function,metal ion binding,GO:0046872
398256,ENSG00000177096,ENST00000321753,molecular_function,protein homodimerization activity,GO:0042803
398363,ENSG00000137834,ENST00000288840,molecular_function,protein binding,GO:0005515
399118,ENSG00000100147,ENST00000255784,molecular_function,protein binding,GO:0005515
399711,ENSG00000100281,ENST00000216106,molecular_function,DNA binding,GO:0003676
